Date,AMZN Price,APPL Price,Bitcoin Price,DOW Price,Ethereum Price,GOOGL Price,Solana Price,MSFT Price,S&P 500 Composite Price,NASDAQ Composite Price,S&P Gold Price,NVDA Price,TSLA Price,Oil Futures Price,XMAG Price,Silver Price,META Price,Magnificent Seven Average,Cryptocurrency Average
2017-01-17,40.486,30.0,907.348,6935.19,12.6765,41.373,,62.53,2267.89,5538.73,707.91,2.5278,15.7053,54.68,,17.101999282836914,127.87,45.78458571428572,
2017-01-18,40.374,29.9975,882.968,6938.34,10.2278,41.451,,62.5,2271.89,5555.65,707.38,2.5738,15.8907,53.77,,17.235000610351562,127.92,45.815285714285714,
2017-01-19,40.452,29.945,899.444,6919.87,12.7585,41.2185,,62.3,2263.69,5540.08,701.15,2.629,16.2507,53.18,,16.966999053955078,127.55,45.763600000000004,
2017-01-20,40.4165,30.0,895.042,6952.23,49.672199,41.4085,,62.74,2271.31,5555.33,703.13,2.6003,16.3153,55.04,,16.996999740600586,127.04,45.78865714285714,
2017-01-21,,,921.813,,300.187012,,,,,,,,,,,,,,
2017-01-22,,,923.612,,10.64,,,,,,,,,,,,,,
2017-01-23,40.894,30.02,921.604,6922.44,10.77,42.2215,,62.96,2265.2,5552.94,709.42,2.6273,16.5947,54.8,,17.149999618530273,128.93,46.32107142857143,
2017-01-24,41.122,29.9925,892.286,6977.43,53.107498,42.4765,,63.52,2280.07,5600.96,706.57,2.6833,16.974,54.7,,17.14900016784668,129.37,46.59118571428571,
2017-01-25,41.826,30.47,901.297,7036.74,10.5705,42.9225,,63.68,2298.37,5656.34,698.94,2.6948,16.9647,54.34,,16.944000244140625,131.48,47.148285714285706,
2017-01-26,41.9575,30.485,917.788,7054.22,10.63,42.849,,64.27,2296.68,5655.18,694.28,2.7413,16.834,55.89,,16.81399917602539,132.78,47.41668571428572,
2017-01-27,41.7885,30.4875,919.764,7050.58,15.3965,42.2515,,65.78,2294.69,5660.78,693.47,2.7942,16.8633,54.8,,17.100000381469727,132.18,47.449285714285715,
2017-01-28,,,921.583,,50.774899,,,,,,,,,,,,,,
2017-01-29,,,919.518,,305.088013,,,,,,,,,,,,,,
2017-01-30,41.519,30.4075,920.728,7002.3,294.915985,41.1915,,65.13,2280.9,5613.71,696.32,2.7505,16.7087,54.77,,17.121999740600586,130.98,46.95531428571428,
2017-01-31,41.174,30.3375,970.555,6969.87,203.871002,41.0095,,64.65,2278.87,5614.79,705.29,2.7295,16.7953,55.25,,17.511999130249023,130.32,46.71654285714285,
2017-02-01,41.6175,32.1875,989.114,6949.15,10.71,40.762,,63.58,2279.55,5642.65,703.48,2.8488,16.616,55.79,,17.420000076293945,133.23,47.26311428571428,
2017-02-02,41.9975,32.1325,1011.67,6943.46,10.8,40.913,,63.17,2280.85,5636.2,709.94,2.8848,16.77,55.94,,17.402000427246094,130.84,46.958257142857136,
2017-02-03,40.51,32.27,1028.74,7009.44,10.93,41.0065,,63.68,2297.42,5666.77,710.76,2.8595,16.7553,55.92,,17.452999114990234,130.98,46.8659,
2017-02-04,,,1042.56,,11.32,,,,,,,,,,,,,,
2017-02-05,,,1028.34,,11.18,,,,,,,,,,,,,,
2017-02-06,40.382,32.5725,1037.75,7002.67,11.32,41.081,,63.64,2292.56,5663.55,717.34,2.9328,17.1847,55.02,,17.66699981689453,132.06,47.121857142857145,
2017-02-07,40.625,32.8825,1061.26,7008.72,11.41,41.4615,,63.43,2293.08,5674.22,719.67,2.9783,17.1653,53.79,,17.732999801635742,131.84,47.197514285714284,
2017-02-08,40.9855,33.01,1062.99,7020.34,11.35,41.494,,63.34,2294.67,5682.45,721.65,2.9653,17.472,54.42,,17.683000564575195,134.2,47.63811428571428,
2017-02-09,41.068,33.105,992.935,7052.93,10.9,41.503,,64.06,2307.87,5715.18,720.07,2.9095,17.9467,53.98,,17.719999313354492,134.14,47.81888571428571,
2017-02-10,41.373,33.03,989.841,7093.67,11.3,41.7425,,64.0,2316.1,5734.13,719.55,2.8405,17.9487,55.2,,17.91200065612793,134.19,47.87495714285715,
2017-02-11,,,1004.15,,11.33,,,,,,,,,,,,,,
2017-02-12,,,999.095,,11.26,,,,,,,,,,,,,,
2017-02-13,41.8265,33.3225,991.026,7142.4,11.35,41.948,,64.72,2328.25,5763.96,713.67,2.7095,18.7067,54.15,,17.804000854492188,134.05,48.18331428571429,
2017-02-14,41.8195,33.755,1004.58,7146.31,12.96,42.0015,,64.57,2337.58,5782.57,713.44,2.7195,18.732,54.96,,17.871999740600586,133.85,48.206785714285715,
2017-02-15,42.135,33.8775,1007.42,7186.12,12.92,41.866,,64.53,2349.25,5819.44,717.92,2.725,18.6507,54.57,,17.94700050354004,133.44,48.174885714285715,
2017-02-16,42.207,33.8363,1027.56,7181.24,12.92,42.1085,,64.52,2347.22,5814.9,722.87,2.6813,17.93,54.16,,18.062999725341797,133.84,48.16044285714286,
2017-02-17,42.2535,33.93,1047.24,7188.65,12.76,42.3275,,64.62,2351.16,5838.58,721.41,2.6808,18.1487,54.48,,18.018999099731445,133.53,48.21292857142857,
2017-02-18,,,1054.16,,12.79,,,,,,,,,,,,,,
2017-02-19,,,1047.73,,12.8,,,,,,,,,,,,,,
2017-02-20,,,1080.49,,12.4,,,,,,,,,55.25,,,,,
2017-02-21,42.822,34.175,1115.23,7232.41,12.82,42.4635,,64.49,2365.38,5865.95,721.3,2.7767,18.4927,56.34,,17.989999771118164,133.72,48.419985714285716,
2017-02-22,42.7805,34.2775,1117.7,7224.66,12.68,42.568,,64.36,2362.82,5860.63,718.04,2.769,18.234,54.9,,17.941999435424805,136.12,48.72985714285714,
2017-02-23,42.6095,34.1325,1174.63,7218.45,13.27,42.55,,64.62,2363.81,5835.51,728.57,2.5122,17.066,55.82,,18.113000869750977,135.36,48.407171428571424,
2017-02-24,42.262,34.165,1173.85,7256.73,13.11,42.3905,,64.62,2367.34,5845.31,732.59,2.5365,17.1333,54.69,,18.334999084472656,135.44,48.3639,
2017-02-25,,,1143.13,,13.55,,,,,,,,,,,,,,
2017-02-26,,,1165.57,,14.57,,,,,,,,,,,,,,
2017-02-27,42.432,34.2325,1179.03,7265.36,15.5,42.4835,,64.23,2369.75,5861.9,732.88,2.6103,16.4153,54.65,,18.354000091552734,136.41,48.401942857142856,
2017-02-28,42.252,34.2475,1179.74,7260.59,15.86,42.2465,,63.98,2363.64,5825.44,730.03,2.537,16.666,53.36,,18.420000076293945,135.54,48.20985714285714,
2017-03-01,42.654,34.9475,1221.42,7344.46,17.43,42.8375,,64.94,2395.96,5904.03,727.76,2.5698,16.668,55.72,,18.44300079345703,137.42,48.862399999999994,
2017-03-02,42.4455,34.74,1251.35,7298.4,19.02,42.4925,,64.01,2381.92,5861.22,717.8,2.475,16.6987,54.16,,17.704999923706055,136.76,48.51738571428571,
2017-03-03,42.494,34.945,1275.14,7305.88,19.49,42.454,,64.25,2383.12,5870.75,714.08,2.4608,16.7713,54.12,,17.69700050354004,137.17,48.6493,
2017-03-04,,,1255.71,,18.5,,,,,,,,,,,,,,
2017-03-05,,,1267.29,,19.35,,,,,,,,,,,,,,
2017-03-06,42.3305,34.835,1272.72,7277.03,19.51,42.3635,,64.27,2375.31,5849.17,713.5,2.4418,16.7473,54.73,,17.725000381469727,137.42,48.62972857142857,
2017-03-07,42.301,34.88,1223.8,7247.9,18.88,42.5575,,64.4,2368.39,5833.93,708.42,2.4685,16.5727,54.61,,17.492000579833984,137.3,48.63995714285714,
2017-03-08,42.525,34.75,1151.83,7207.54,16.51,42.682,,64.99,2362.98,5837.55,704.91,2.464,16.458,53.3,,17.256999969482422,137.72,48.79842857142858,
2017-03-09,42.65,34.67,1188.35,7190.86,17.75,42.892,,64.73,2364.87,5838.81,701.7,2.4635,16.3267,50.65,,16.993000030517578,138.24,48.853171428571436,
2017-03-10,42.623,34.785,1116.42,7227.58,19.18,43.0703,,64.93,2372.6,5861.73,701.0,2.478,16.246,50.63,,16.882999420166016,138.79,48.988899999999994,
2017-03-11,,,1175.21,,21.3,,,,,,,,,,,,,,
2017-03-12,,,1221.39,,23.2,,,,,,,,,,,,,,
2017-03-13,42.7295,34.8,1231.75,7218.06,28.4,43.229,,64.71,2373.47,5875.78,702.43,2.5463,16.4113,50.1,,16.934999465942383,139.6,49.146585714285706,
2017-03-14,42.6265,34.7475,1240.06,7180.37,28.66,43.2955,,64.41,2365.45,5856.82,702.03,2.5445,17.2,49.6,,16.88800048828125,139.32,49.163428571428575,
2017-03-15,42.6485,35.115,1249.56,7243.59,34.8,43.4195,,64.75,2385.26,5900.05,700.86,2.5638,17.0487,50.63,,16.88800048828125,139.72,49.323642857142865,
2017-03-16,42.671,35.1725,1188.54,7215.28,45.07,43.5,,64.64,2381.38,5900.76,716.23,2.5953,17.47,50.56,,17.29599952697754,139.99,49.434114285714294,
2017-03-17,42.6155,34.9975,1099.57,7209.75,44.65,43.6185,,64.87,2378.25,5901.0,717.98,2.6517,17.4333,50.58,,17.378999710083008,139.84,49.43235714285714,
2017-03-18,,,973.313,,34.2,,,,,,,,,,,,,,
2017-03-19,,,1038.05,,43.17,,,,,,,,,,,,,,
2017-03-20,42.8485,35.365,1053.31,7190.08,42.06,43.3955,,64.93,2373.47,5901.53,720.31,2.7363,17.4613,50.67,,17.402999877929688,139.94,49.52522857142856,
2017-03-21,42.16,34.96,1119.92,7122.79,42.45,42.507,,64.21,2344.02,5793.83,727.53,2.6478,16.712,50.14,,17.549999237060547,138.51,48.81525714285714,
2017-03-22,42.403,35.355,1049.38,7139.6,41.46,42.49,,65.03,2348.45,5821.64,729.39,2.7018,17.0007,49.56,,17.545000076293945,139.59,49.22435714285713,
2017-03-23,42.369,35.23,1038.33,7124.44,43.14,41.9825,,64.87,2345.96,5817.69,727.82,2.6773,16.9853,50.17,,17.562999725341797,139.53,49.092014285714285,
2017-03-24,42.2805,35.16,935.192,7116.6,54.01,41.757,,64.98,2343.98,5828.74,728.75,2.6868,17.544,49.97,,17.719999313354492,140.34,49.24975714285715,
2017-03-25,,,974.799,,50.75,,,,,,,,,,,,,,
2017-03-26,,,964.909,,50.46,,,,,,,,,,,,,,
2017-03-27,42.341,35.22,1046.4,7103.24,48.93,41.9255,,65.1,2341.59,5840.37,732.88,2.7063,18.0147,50.12,,18.079999923706055,140.32,49.37535714285715,
2017-03-28,42.8,35.95,1047.49,7169.15,50.16,42.0315,,65.29,2358.57,5875.14,732.88,2.6923,18.4967,50.72,,18.225000381469727,141.76,49.86007142857142,
2017-03-29,43.716,36.03,1039.68,7150.48,52.88,42.4935,,65.47,2361.13,5897.55,731.72,2.6835,18.492,51.36,,18.22800064086914,142.65,50.21928571428572,
2017-03-30,43.817,35.9825,1026.28,7172.4,51.62,42.474,,65.71,2368.06,5914.34,726.6,2.735,18.528,52.25,,18.184999465942383,142.41,50.236642857142854,
2017-03-31,44.327,35.915,1071.45,7155.82,49.72,42.39,,65.86,2362.72,5911.74,728.46,2.7233,18.5533,52.2,,18.23500061035156,142.05,50.2598,
2017-04-01,,,1080.28,,50.59,,,,,,,,,,,,,,
2017-04-02,,,1102.04,,48.6,,,,,,,,,,,,,,
2017-04-03,44.5755,35.925,1142.26,7147.09,44.28,42.8375,,65.55,2358.84,5894.68,730.09,2.7095,19.9013,52.04,,18.19099998474121,142.28,50.53982857142857,
2017-04-04,45.3415,36.1925,1132.8,7161.79,44.41,42.6285,,65.73,2360.16,5898.61,732.65,2.5195,20.2467,53.08,,18.302000045776367,141.73,50.62695714285714,
2017-04-05,45.464,36.005,1124.33,7159.99,45.35,42.4455,,65.56,2352.95,5864.48,726.89,2.5008,19.6667,53.41,,18.166000366210938,141.85,50.49885714285715,
2017-04-06,44.914,35.915,1183.28,7169.26,43.11,42.2548,,65.73,2357.49,5878.95,729.68,2.519,19.9133,53.62,,18.225000381469727,141.17,50.34515714285715,
2017-04-07,44.744,35.835,1176.21,7155.14,42.25,42.105,,65.68,2355.54,5877.81,732.01,2.5083,20.1693,54.24,,18.12999916,140.78,50.26022857142858,
2017-04-08,,,1175.65,,44.51,,,,,,,,,,,,,,
2017-04-09,,,1188.05,,43.94,,,,,,,,,,,,,,
2017-04-10,45.352,35.7925,1186.58,7173.79,44.17,42.085,,65.53,2357.16,5880.93,730.03,2.4443,20.826,54.79,,17.893999099731445,141.04,50.438542857142856,
2017-04-11,45.118,35.4075,1205.76,7162.8,44.21,41.994,,65.48,2353.78,5866.77,741.85,2.453,20.5807,54.73,,18.232999801635746,139.92,50.136171428571416,
2017-04-12,44.8115,35.45,1200.85,7124.03,46.85,42.073,,65.23,2344.93,5836.16,744.12,2.4328,19.7893,54.75,,18.27899932861328,139.58,49.909514285714295,
2017-04-13,44.2335,35.2625,1169.01,7072.31,50.65,42.009,,64.95,2328.95,5805.15,750.17,2.3872,20.2667,55.05,,18.48900032043457,139.39,49.785557142857144,
2017-04-14,,,1167.81,,48.5,,,,,,,,,,,,,,
2017-04-15,,,1172.48,,49.71,,,,,,,,,,,,,,
2017-04-16,,,1183.19,,49.58,,,,,,,,,,,,,,
2017-04-17,45.0995,35.4575,1193.99,7138.17,49.52,42.7565,,65.48,2349.01,5856.79,752.15,2.4808,20.096,54.79,,18.493000030517575,141.42,50.39861428571429,
2017-04-18,45.189,35.3,1211.68,7106.41,52.42,42.6995,,65.39,2342.19,5849.47,753.43,2.4823,20.0167,52.6,,18.250999450683594,140.96,50.291071428571435,
2017-04-19,44.96,35.17,1209.93,7086.42,49.66,42.8255,,65.04,2338.17,5863.03,747.21,2.492,20.368,52.43,,18.13599967956543,142.27,50.44650000000001,
2017-04-20,45.103,35.61,1229.01,7148.11,51.96,43.004,,65.5,2355.84,5916.78,747.44,2.5315,20.1673,50.66,,17.992000579833984,143.8,50.816542857142856,
2017-04-21,44.9265,35.5675,1221.54,7151.86,51.37,42.9475,,66.4,2348.69,5910.52,750.52,2.542,20.3733,49.93,,17.829999923706055,143.68,50.91954285714285,
2017-04-22,,,1232.13,,52.15,,,,,,,,,,,,,,
2017-04-23,,,1206.77,,53.33,,,,,,,,,,,,,,
2017-04-24,45.3705,35.91,1250.35,7231.27,53.54,43.9465,,67.53,2374.15,5983.82,743.77,2.5738,20.5353,49.45,,17.847999572753906,145.47,51.61944285714286,
2017-04-25,45.381,36.1325,1265.3,7267.92,53.9,44.442,,67.92,2388.61,6025.49,737.77,2.6185,20.9193,49.37,,17.58099937438965,146.49,51.986185714285725,
2017-04-26,45.4645,35.92,1281.09,7240.61,57.31,44.457,,67.83,2387.45,6025.23,736.03,2.6005,20.678,49.99,,17.35300064086914,146.56,51.93,
2017-04-27,45.919,35.9475,1317.93,7251.56,68.0,44.572,,68.27,2388.77,6048.94,737.02,2.641,20.5753,49.46,,17.264999389648438,147.7,52.232114285714296,
2017-04-28,46.2495,35.9125,1316.84,7217.27,76.0,46.226,,68.46,2384.2,6047.61,738.41,2.6075,20.938,49.46,,17.19099998474121,150.25,52.94907142857143,
2017-04-29,,,1321.53,,73.55,,,,,,,,,,,,,,
2017-04-30,,,1347.91,,83.51,,,,,,,,,,,,,,
2017-05-01,47.4115,36.645,1422.5,7198.05,81.4,46.641,,69.41,2388.33,6091.6,730.96,2.666,21.522,50.41,,16.780000686645508,152.46,53.82221428571428,
2017-05-02,47.347,36.8775,1452.84,7226.88,82.01,46.8545,,69.3,2391.17,6095.37,731.84,2.587,21.2593,49.31,,16.768999099731445,152.78,53.85790000000001,
2017-05-03,47.0515,36.765,1488.82,7216.96,85.79,47.4225,,69.08,2388.13,6072.55,726.89,2.6063,20.7347,48.82,,16.48699951171875,151.8,53.63714285714285,
2017-05-04,46.8765,36.6325,1533.93,7219.2,99.2,47.736,,68.81,2389.52,6075.34,715.3,2.5962,19.6973,47.53,,16.243999481201172,150.85,53.31407142857143,
2017-05-05,46.7075,37.24,1555.89,7248.01,91.5,47.514,,69.0,2399.29,6100.76,714.72,2.5965,20.5567,47.45,,16.21500015258789,150.24,53.40781428571428,
2017-05-06,,,1578.7,,96.65,,,,,,,,,,,,,,
2017-05-07,,,1596.72,,94.21,,,,,,,,,,,,,,
2017-05-08,47.452,38.2525,1723.03,7226.55,88.97,47.9345,,68.94,2399.38,6102.66,715.24,2.5693,20.4793,46.61,,16.198999404907227,151.06,53.81251428571429,
2017-05-09,47.641,38.4975,1754.51,7217.1,88.94,47.8355,,69.04,2396.92,6120.59,709.25,2.5735,21.4173,47.06,,16.007999420166016,150.48,53.9264,
2017-05-10,47.4475,38.315,1780.69,7199.78,88.33,47.742,,69.31,2399.63,6129.14,711.28,3.0323,21.6813,48.09,,16.150999069213867,150.29,53.97401428571429,
2017-05-11,47.381,38.4875,1847.56,7187.55,89.38,47.7945,,68.46,2394.44,6115.96,714.78,3.1625,21.54,49.18,,16.208999633789062,150.04,53.83792857142857,
2017-05-12,48.0675,39.025,1723.97,7180.94,86.99,47.757,,68.38,2390.9,6121.23,716.76,3.1973,21.654,49.08,,16.34600067138672,150.33,54.058685714285716,
2017-05-13,,,1796.03,,89.9,,,,,,,,,,,,,,
2017-05-14,,,1804.8,,90.37,,,,,,,,,,,,,,
2017-05-15,47.8985,38.925,1741.64,7215.54,92.56,47.961,,68.43,2402.32,6149.67,718.1,3.3578,21.0587,51.29,,16.56100082397461,150.19,53.97442857142857,
2017-05-16,48.3035,38.8675,1735.58,7205.32,88.17,48.2305,,69.41,2400.67,6169.87,721.76,3.4203,21.134,51.21,,16.69300079345703,149.78,54.16368571428571,
2017-05-17,47.238,37.5625,1828.84,7074.06,89.67,47.1085,,67.48,2357.03,6011.24,734.75,3.193,20.4073,51.76,,16.851999282836914,144.85,52.54847142857143,
2017-05-18,47.9245,38.135,1900.26,7096.64,98.6,47.525,,67.71,2365.72,6055.13,731.31,3.3268,20.8707,51.71,,16.621000289916992,147.66,53.30742857142857,
2017-05-19,47.992,38.265,1985.77,7141.62,124.4,47.7325,,67.69,2381.73,6083.7,731.72,3.4,20.722,52.78,,16.75,148.06,53.40878571428571,
2017-05-20,,,2075.53,,123.03,,,,,,,,,,,,,,
2017-05-21,,,2042.66,,146.14,,,,,,,,,,,,,,
2017-05-22,48.5335,38.4975,2149.53,7187.6,154.92,48.2035,,68.45,2394.02,6133.62,736.38,3.4725,20.69,53.35,,17.14299964904785,148.24,53.726714285714294,
2017-05-23,48.577,38.45,2320.82,7207.98,168.24,48.5275,,68.68,2398.42,6138.71,732.94,3.4258,20.2573,53.19,,17.090999603271484,148.07,53.712514285714285,
2017-05-24,49.0175,38.335,2447.51,7232.89,183.88,48.8805,,68.77,2404.39,6163.02,731.54,3.4642,20.6813,53.29,,17.07699966430664,150.04,54.169785714285716,
2017-05-25,49.669,38.4675,2323.44,7286.01,168.71,49.593,,69.62,2415.07,6205.26,733.47,3.4565,21.122,52.25,,17.152000427246094,151.96,54.84114285714286,
2017-05-26,49.789,38.4025,2204.82,7288.05,152.8,49.6635,,69.96,2415.82,6210.19,740.22,3.546,21.676,50.84,,17.283000946044922,152.13,55.02385714285714,
2017-05-27,,,2027.72,,149.99,,,,,,,,,,,,,,
2017-05-28,,,2157.05,,161.91,,,,,,,,,,,,,,
2017-05-29,,,2248.67,,189.99,,,,,,,,,52.25,,,,,
2017-05-30,49.835,38.4175,2159.44,7279.68,224.69,49.8085,,70.41,2412.91,6203.19,736.9,3.6218,22.34,50.65,,17.38800048828125,152.38,55.25897142857143,
2017-05-31,49.731,38.19,2289.12,7282.22,218.34,49.3545,,69.84,2411.8,6198.52,742.55,3.6088,22.734,49.4,,17.368000030517578,151.46,54.98832857142857,
2017-06-01,49.7975,38.295,2401.8,7342.31,211.4,49.4145,,70.1,2430.06,6246.83,739.46,3.609,22.6913,50.41,,17.243000030517578,151.53,55.062471428571435,
2017-06-02,50.3365,38.8625,2481.16,7367.12,214.77,49.806,,71.76,2439.07,6305.8,745.34,3.591,22.6567,48.46,,17.48699951171875,153.61,55.803242857142855,
2017-06-03,,,2557.05,,217.01,,,,,,,,,,,,,,
2017-06-04,,,2522.07,,241.06,,,,,,,,,,,,,,
2017-06-05,50.567,38.4825,2679.51,7351.81,242.16,50.194,,72.28,2436.1,6295.68,746.8,3.7003,23.1547,48.25,,17.547000885009766,153.63,56.00121428571429,
2017-06-06,50.15,38.6125,2868.07,7333.48,261.89,49.834,,72.52,2429.33,6275.06,755.41,3.6835,23.5233,48.11,,17.677000045776367,152.81,55.87618571428571,
2017-06-07,50.5035,38.8425,2735.64,7358.47,250.7,50.0795,,72.39,2433.14,6297.38,752.91,3.728,23.9767,47.08,,17.586999893188477,153.12,56.091457142857145,
2017-06-08,50.5135,38.7475,2805.79,7349.42,256.95,50.214,,71.95,2433.79,6321.76,744.93,3.9985,24.6667,46.3,,17.384000778198242,154.71,56.400028571428564,
2017-06-09,48.9155,37.245,2813.33,7365.95,278.41,48.506,,70.32,2431.77,6207.92,740.22,3.74,23.8213,46.64,,17.19300079345703,149.6,54.59254285714285,
2017-06-10,,,2950.99,,325.88,,,,,,,,,,,,,,
2017-06-11,,,2964.08,,336.33,,,,,,,,,,,,,,
2017-06-12,48.2455,36.355,2672.34,7368.92,386.9,48.0905,,69.78,2429.39,6175.46,738.76,3.7493,23.934,47.18,,16.913999557495117,148.44,54.0849,
2017-06-13,49.0395,36.6475,2720.72,7403.42,382.7,48.525,,70.65,2440.35,6220.37,738.59,3.785,25.0633,46.95,,16.738000869750977,150.68,54.912900000000015,
2017-06-14,48.8235,36.29,2502.58,7406.39,335.95,48.3965,,70.27,2437.92,6194.89,742.84,3.793,25.3773,45.47,,17.10700035095215,150.25,54.7429,
2017-06-15,48.2085,36.0725,2459.19,7416.49,338.7,48.009,,69.9,2432.46,6165.5,730.44,3.8093,25.0227,45.61,,16.69099998474121,149.8,54.40314285714286,
2017-06-16,49.3855,35.5675,2519.58,7427.7,348.44,47.931,,70.0,2433.15,6151.76,731.54,3.7905,24.76,45.7,,16.63599967956543,150.64,54.58207142857143,
2017-06-17,,,2656.57,,364.56,,,,,,,,,,,,,,
2017-06-18,,,2547.97,,348.88,,,,,,,,,,,,,,
2017-06-19,49.7585,36.585,2594.12,7464.2,355.5,48.761,,70.87,2453.46,6239.01,725.84,3.933,24.6533,45.93,,16.482999801635742,152.87,55.347257142857146,
2017-06-20,49.6295,36.2525,2718.49,7414.99,344.15,48.4495,,69.91,2437.03,6188.03,723.98,3.9273,24.816,43.98,,16.398000717163086,152.25,55.03354285714285,
2017-06-21,50.1115,36.4675,2693.21,7393.41,321.66,48.9295,,70.27,2435.61,6233.95,725.31,3.9868,25.0933,44.62,,16.354999542236328,153.91,55.53837142857143,
2017-06-22,50.065,36.4075,2704.41,7392.82,320.94,48.831,,70.26,2434.5,6236.69,727.41,3.9593,25.5073,44.46,,16.489999771118164,153.4,55.490014285714274,
2017-06-23,50.187,36.57,2740.77,7403.67,324.37,49.3045,,71.21,2438.3,6265.25,731.49,3.8458,25.5633,44.14,,16.628000259399414,155.07,55.964371428571425,
2017-06-24,,,2610.05,,296.89,,,,,,,,,,,,,,
2017-06-25,,,2589.86,,277.0,,,,,,,,,,,,,,
2017-06-26,49.699,36.455,2421.54,7427.05,251.3,48.6045,,70.53,2439.07,6247.15,725.66,3.8038,25.166,44.09,,16.559999465942383,153.59,55.40690000000001,
2017-06-27,48.839,35.9325,2536.53,7378.58,279.0,47.4045,,69.21,2419.38,6146.62,725.95,3.6645,24.158,46.17,,16.576000213623047,150.58,54.25549999999999,
2017-06-28,49.5165,36.4575,2582.24,7423.27,311.62,48.0505,,69.8,2440.69,6234.41,727.24,3.7938,24.7493,46.45,,16.71500015258789,153.24,55.0868,
2017-06-29,48.7965,35.92,2541.86,7373.06,285.3,46.891,,68.49,2419.7,6144.35,725.31,3.667,24.05,47.02,,16.586000442504883,151.04,54.122071428571424,
2017-06-30,48.4,36.005,2483.7,7402.3,275.62,46.484,,68.93,2423.41,6140.42,723.28,3.614,24.1073,47.08,,16.56800079345703,150.98,54.07432857142857,
2017-07-01,,,2435.57,,255.0,,,,,,,,,,,,,,
2017-07-02,,,2511.31,,277.64,,,,,,,,,,,,,,
2017-07-03,47.683,35.875,2567.0,7437.98,273.99,45.973,,68.17,2429.01,6110.06,709.83,3.4833,23.508,49.13,,16.03700065612793,148.43,53.30318571428571,
2017-07-04,,,2602.27,,266.68,,,,,,,,,49.15,,,,,
2017-07-05,48.57,36.0225,2602.12,7435.08,264.77,46.613,,69.08,2432.54,6150.86,711.28,3.5763,21.806,47.58,,15.842000007629396,150.34,53.715399999999995,
2017-07-06,48.257,35.6825,2610.6,7388.43,265.35,46.3845,,68.57,2409.75,6089.46,712.21,3.587,20.5887,48.53,,15.927000045776367,148.82,53.1271,
2017-07-07,48.938,36.045,2520.75,7435.24,238.38,47.0405,,69.46,2425.18,6153.08,704.3,3.669,20.8813,46.47,,15.371000289916992,151.44,53.92482857142857,
2017-07-08,,,2567.87,,245.23,,,,,,,,,,,,,,
2017-07-09,,,2517.59,,234.97,,,,,,,,,,,,,,
2017-07-10,49.8235,36.265,2366.4,7428.48,202.0,47.55,,69.98,2427.43,6176.39,707.17,3.8425,21.07,46.57,,15.57699966430664,153.5,54.575857142857146,
2017-07-11,49.7065,36.3825,2340.78,7412.07,188.63,47.6765,,69.99,2425.53,6193.3,708.88,3.897,21.8147,46.68,,15.696999549865724,155.27,54.96245714285715,
